,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
4540,Redshift,3aAOxqimJ8mME1lyjmlE0b,Cosmos,1BmhwyqZejtyqaGr7SJM85,216272,3E6C0detDVibGOqoyVSlvu,Parallax,14,6.09e-06,0.565,0.933,0.684,1,0.288,-3.203,1,0.138,110.001,0.241
4541,9,161RN2ydxC3AibzlpYziXx,Noturnall,7xRCuSBEiVCIJWCSIYQ7Ni,283235,3AwKlhPkIsjPVQzjcNGTb5,Mysterious,20,6.93e-05,0.401,0.991,0.202,11,0.186,-1.506,1,0.0859,170.01,0.3
4542,Tr3s,1Y4XNoZS7f2mYHnptFXrns,Project46,4PdFQIzACemw18MfVS1LCF,221763,6T6RcMW42AqyE0miBeQ963,Realidade Urbana,30,2.32e-05,0.523,0.986,0.0324,1,0.361,-4.247,0,0.0885,112.538,0.048
4543,Save Us from Ourselves,5hPgLoKHDvpUYITvihi9bq,Desalmado,1jBvFo0KVo7XVKsqni4ueu,266680,1GrmDsix0gCsJLvWmYL0fA,Bridges to a New Dawn,18,7.13e-05,0.368,0.987,0.646,7,0.133,-5.723,1,0.184,136.876,0.0395
4544,Reason,33cwfLb8zy91QaDRfLZc3p,Shaman,2THaGrUq7RPnj8Uax9zQ1m,353440,4wkZtauzAuqQowzoY2EGd5,In The Night,29,0.0295,0.471,0.945,0.000996,5,0.0963,-5.277,1,0.0738,104.986,0.196
4545,Moonlight,2lMtZAe9jVuFgNE5c6Hp8W,Eduardo Vasconcellos,3zZGDBDtZsfVTfXYvFS7zG,288519,6zNcgSZbG1GtV4VlZKkDOf,Angels and Demons,0,0.724,0.322,0.307,0.0183,8,0.087,-10.134,1,0.0384,83.988,0.139
4546,Until Death Do We Meet Again,6eDGRCG2lqVbVTjtHyD4ho,Dream Child,0Y2kFvBLOE7DG9UFcYiTEu,264500,3ku4neMM3KIhFXhPaPZU7A,Midnight Song,20,2.3e-05,0.495,0.895,0.522,1,0.404,-7.805,1,0.0364,139.989,0.539
4547,Brainworms I,6v9jSGdY4PUfEFC26EEYwy,Bittencourt Project,4rmTc7PKNGpXgbeRqVP8nn,314480,6fAOKlmVnDs2xv5AoUztMG,Faded,19,0.747,0.467,0.329,0.0,7,0.111,-7.54,1,0.0296,123.923,0.182
4548,The Book of Souls: Live Chapter,3oFAX7PeOFbZnKiPmpUPv4,Iron Maiden,6mdiAmATAx73kdxrNrnlao,245160,6nmc8EQo7XzWRX3P8csvBi,"The Trooper - Live at Estadio Jorge Magico Gonzalez, San Salvador, El Salvador, Sunday, 3/6/2016",40,3.95e-05,0.192,0.991,0.0265,11,0.913,-5.115,0,0.226,177.334,0.148
4549,Fragile Equality,1S2LKk9uiwfnDDSAPvB99s,Almah,41zxOMwuASgUJp0c697KDm,282280,46qMEC7mEhoKhMXTi3nVYF,Torn,23,1.03e-05,0.533,0.945,0.000995,1,0.118,-4.494,1,0.0762,106.971,0.304
4550,Lifesaver,2BFQ5CxbNimFYu2HsEYiBv,Human Act,68qL0nIeM5eBiW84Aga1Zf,341375,7g7U6arKNnPgfEEiJk54pg,Lifesaver,18,3.06e-05,0.365,0.973,0.000145,5,0.0967,-2.877,0,0.146,95.968,0.397
4551,Fulminant,0UXTFROPmdulP5CZ8UR8uJ,Claustrofobia,6qQ1oR8882plR1Iwfuh179,243280,7oeI6gbZYa1WOUJ0Bf72C6,Disorder and Decay,25,0.000231,0.256,0.995,0.58,0,0.357,-3.706,1,0.101,124.762,0.146
4552,Perfect,7blkysSNX8xNia9WoECqWk,HELLYEAH,4hxDvVq5t8ebPYPdBl1F9f,201692,7w1MrjeuciJ1cV9cowRSum,Perfect,49,0.000909,0.588,0.98,0.0,5,0.162,-3.844,0,0.0862,129.973,0.56
4553,Your Time,2C1X0I1577vTdjV2I9NceE,Dead Sky Dawning,4BbsNakiCcHSMoCWuLdclD,292766,7xaeASLAVbcpjM4qv5VPnu,Your Time,14,0.886,0.462,0.286,0.937,10,0.0751,-12.916,1,0.0332,120.335,0.0396
4554,Maze of Madness,5NGPJyK4HowlzFQQghIg2q,Sinaya,3SR9kENtWobqm7Ktr9XgpC,270748,7pWyZz9BC00NKIFky0gQxG,Always Pain,15,1.12e-05,0.579,0.973,0.00835,0,0.272,-4.701,1,0.0502,100.008,0.256
4555,Narcohell,2JvPZUJI1QGIWQTtD4bs8h,Lacerated and Carbonized,35cTCrZcbO7hcTqNKYzdMe,171146,7tPoEQ88LxRUyMSPQiViSi,Bangu 3,15,1.77e-05,0.535,0.993,0.868,7,0.0679,-3.57,1,0.112,134.962,0.0768
4556,Edu Falaschi: a New Lease of Life (Tribute),6OuMNT3xYHMWoYTgWxdExj,Nando Fernandes,6e3Z5Yq6G5vcsuEnmBkeng,280857,7u7VM9dtMRygn59a5SDKCz,Heroes of Sand,18,0.00142,0.298,0.873,1.5e-05,8,0.544,-4.46,0,0.059,159.966,0.345
4557,Billy Talent,4Z4FErymthnN4ctJdKRgko,Billy Talent,08yf5A2nS4XEeNvabDXqyg,207133,07mVQTlTYABSSsNNasAPbI,This Is How It Goes,53,0.00028,0.599,0.992,0.000378,2,0.0821,-3.34,0,0.0633,107.883,0.336
4558,They Came from the Shadows,21hHTrVvbzGDVynkfFvxtm,Teenage Bottlerocket,0mGyXXKzoR5KAAh4Mkef2W,110826,174t68Pnn9wb1UgM7fCRmY,Skate Or Die,2,7.44e-05,0.483,0.98,0.0,9,0.0393,-3.238,1,0.07,102.516,0.87
4559,Does This Look Infected?,7yhuYfoxQIer3OcxPLfebA,Sum 41,0qT79UgT5tY4yudH9VfsdT,198493,1hPftDY3fsBXQuZvzShMYA,The Hell Song,48,0.000122,0.363,0.937,0.0275,8,0.274,-5.471,0,0.0795,173.395,0.67
4560,Pennybridge Pioneers,6s6ieD2MMDUSvXgiQThLwy,Millencolin,74xFFXkvOq9dPDigOWTHiX,163226,22klU94r0NFtx4cPO8KqHk,No Cigar,6,0.000287,0.383,0.986,0.0,9,0.179,-2.796,1,0.0617,157.871,0.578
4561,From Here to Infirmary,74FavWuKZGG8tp3jpMVzN4,Alkaline Trio,1aEYCT7t18aM3VvM6y8oVR,210173,5W68YeADvFGOegS3TmP7w8,Private Eye,53,0.000472,0.412,0.947,0.00771,7,0.3,-4.827,1,0.0726,165.836,0.754
4562,Bark Like A Dog,0hE34WNRU6Y3LoFvW1bhdq,Screeching Weasel,671sBQXQM2vHSu0AGvpfDs,133333,4SdM8S3g7MZjEnbtU6eyXP,Cool Kids,1,0.000482,0.584,0.898,0.0273,7,0.184,-6.589,1,0.0432,93.014,0.865
4563,The War On Errorism,0D6YPfv9u2JHdp1kiieR25,NOFX,4S2yOnmsWW97dT87yVoaSZ,145466,00AgttKx4gRJghhPETFrOE,Franco Un-American,2,0.0503,0.559,0.89,0.0,7,0.175,-3.597,1,0.0682,150.292,0.648
4564,Take Off Your Pants And Jacket,3nHpBmW5wJXGeC3ojBkpey,blink-182,6FBDaR13swtiWwGhX1WQsP,171533,1fJFuvU2ldmeAm5nFIHcPP,First Date,74,0.000715,0.579,0.928,0.0,0,0.18,-4.344,1,0.0411,95.594,0.882
4565,Home,0n7W9yIDvgDXcuipMStl0S,Off With Their Heads,5oPflNEIhaZ8pFJWxMZtDv,149506,2gAJ6xYuJ2N6DdtDOhsL3y,Nightlife,1,0.000715,0.403,0.987,4.63e-06,6,0.66,-3.255,1,0.0872,103.768,0.643
4566,Have Another Ball,6XrQBL1kxQZm6BoFtmAxAg,Me First and the Gimme Gimmes,0cOVRC8EOwDwXrs3JTrRN5,130933,2sj6shokFZofFW0VaygHAA,Country Roads,4,3.05e-05,0.434,0.944,0.0,9,0.332,-5.762,1,0.0705,132.653,0.558
4567,New Wave (U.S. Version),08IrBeiM2LU3HAqAaHQcQq,Against Me!,29lz7gs8edwnnfuXW4FhMl,254200,3c3XnCPwxGhQEHFxxjQcWe,Thrash Unreal,58,0.000114,0.555,0.839,0.0574,5,0.102,-3.583,1,0.0483,124.877,0.637
4568,Billy Talent,4Z4FErymthnN4ctJdKRgko,Billy Talent,08yf5A2nS4XEeNvabDXqyg,253706,3fPSHjVO4iwwGEhHvTwlNb,Try Honesty,61,0.000141,0.462,0.984,4.28e-05,6,0.377,-3.559,0,0.114,156.921,0.327
4569,When Your Heart Stops Beating,4F77DzCP9YCEKDzNgIOZ7v,+44,7gkRNHOOt7QfhhXf0rEnmj,192679,5ZNZUo9XYGFpax6jXZ0DIf,When Your Heart Stops Beating,4,0.000367,0.416,0.967,0.0,9,0.0632,-2.289,0,0.109,171.032,0.431
4570,Blow In The Wind,3PqM9z7i2KWX7ZXfuSMvGG,Me First and the Gimme Gimmes,0cOVRC8EOwDwXrs3JTrRN5,150573,66jV8hWqB055htIgQ2j7Ni,Wild World,4,0.00185,0.44,0.914,0.0,1,0.047,-4.766,0,0.0693,93.391,0.406
4571,Appeal To Reason,3smHEWBKoqDUFuJrV8BCg1,Rise Against,6Wr3hh341P84m3EI8qdn9O,222453,6xLlFIY9nuri5BR0Cp84ea,Re-Education (Through Labor),54,0.000442,0.25,0.947,1.41e-05,11,0.122,-3.354,1,0.0968,147.253,0.321
4572,Trashed (Reissue),1VIsz9zVCRLIAp2nNkW5lc,Lagwagon,66riGCPfih1Xqk81dDvpvf,148306,7zNCOjD8z135Y9LVgacdtg,Know It All,0,5.99e-05,0.42,0.955,3.8e-05,11,0.26,-4.512,1,0.0785,100.571,0.821
4573,Covered With Ants,4Dk0knMXOpCpQTyBstQS86,Guttermouth,2zIenWuthqTgWumViRZCZV,161800,0IPpDL2ZVlARtmACSzsXlc,She's Got The Look,47,0.114,0.545,0.968,0.0,4,0.404,-3.773,1,0.0862,164.416,0.841
4574,Anthem,2Csf9jkWwwusFvIW7DppX7,Less Than Jake,20oQv3LStCKCjI9oQ0JNha,186266,1iD0a0plhO55cWEJa5UGcZ,The Science of Selling Yourself Short,59,0.16,0.719,0.815,0.0,5,0.0367,-3.546,1,0.0305,93.126,0.937
4575,For Blood And Empire,3B3gJszXnaDZMz8YVRZ1J2,Anti-Flag,30sqtiTKIb1oDve0SdYayT,192066,1jvqZQtbBGK5GJCGT615ao,This Is the End (For You My Friend),56,0.0205,0.546,0.875,0.0,1,0.0669,-3.631,1,0.0445,101.693,0.765
4576,Home From Home,5qZ4njkalSapPWr89gnwSn,Millencolin,74xFFXkvOq9dPDigOWTHiX,206080,6hhXVmXQBECK7Z0DXrFb2U,Kemp,48,0.0055,0.431,0.991,0.0,6,0.561,-2.148,0,0.112,135.301,0.308
4577,"All Killer, No Filler",47wh50aG3MIgDpsMe5B7n7,Sum 41,0qT79UgT5tY4yudH9VfsdT,207093,68pN2UQYhwQgPy7VrCFKuV,In Too Deep,14,0.000192,0.566,0.835,0.0,9,0.0581,-5.885,1,0.0504,116.041,0.749
4578,Dookie,4uG8q3GPuWHQlRbswMIRS6,Green Day,7oPftvlwr6VrsViSDV7fJY,181533,6L89mwZXSOwYl76YXfX13s,Basket Case,79,0.00293,0.442,0.943,8.71e-06,3,0.091,-3.205,1,0.0602,85.064,0.781
4579,Smash [Remastered],05KCErQSjTlYICS9KJJocl,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,257826,4u4KpbgVzzF62uoOItsEiG,Self-Esteem,6,0.0407,0.482,0.932,0.0,0,0.358,-3.463,1,0.0594,104.532,0.702
4580,Enema Of The State,5qt11cWjSs5Gbqj2Wyfu38,blink-182,6FBDaR13swtiWwGhX1WQsP,168000,7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,26,0.0122,0.439,0.891,0.0,0,0.547,-4.764,1,0.057,148.599,0.695
4581,...And Out Come The Wolves,596cCa6FfamS1WvGbIyFGl,Rancid,6xTk3EK5T9UzudENVvu9YB,157533,6zOlYzDyJifRMxim69LoWj,Ruby Soho,2,0.0201,0.505,0.938,0.00218,7,0.177,-5.381,1,0.0432,161.842,0.961
4582,"So Long, Astoria",6prPsuR3shSCqcxPB84dkg,The Ataris,3LC8PXXgk7YtAIobtjSdNi,258000,5BmagRD7Thki6O1zZwbxBy,The Boys of Summer,67,0.000674,0.251,0.954,0.000132,6,0.0975,-2.879,1,0.0691,191.059,0.264
4583,Endgame / Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,3gqiTbYCXF9p10eUbfqRLj,Rise Against,6Wr3hh341P84m3EI8qdn9O,199386,3wTyLh0vhP3dN5yv0Mti17,Prayer Of The Refugee,14,0.00234,0.2,0.965,1.47e-05,3,0.316,-3.421,0,0.161,195.854,0.419
4584,I Don't Like Me Anymore,6szvCK02bgLLGZdgdsp6PU,NOFX,4S2yOnmsWW97dT87yVoaSZ,150053,0SSTcsehevhfdXYVmNdpDE,I Don't Like Me Anymore,0,0.000547,0.57,0.981,0.00144,4,0.112,-4.106,0,0.0943,130.0,0.405
4585,Sundae Tracks,55AHUhI8ASlG3O6Rold7oE,Phone Trio,3bskEybontJscwiJWOl2Ul,87544,0scN2d6QbK2l4EOhbhm8ZB,Hometown Meltdown,25,0.000866,0.57,0.952,0.0,9,0.226,-3.295,1,0.144,99.101,0.649
4586,Never Gonna Die,2FFUV5Qe5UzMQhKwoKk8nF,Pennywise,6i0KVTOvm96T55mbp742ks,160120,0vOFieMa3Awbz180AGTrz0,Never Gonna Die,48,0.00928,0.551,0.974,0.000545,11,0.208,-3.968,0,0.12,91.952,0.492
4587,Punk In Drublic,2BgiGyMKCFrdpVdYN2H8eK,NOFX,4S2yOnmsWW97dT87yVoaSZ,130266,16RLonBmK3BaWJnYRLUiyH,Linoleum,2,3.32e-05,0.18,0.934,0.000551,4,0.0702,-8.699,1,0.115,197.043,0.433
4588,I Really Wish I Hated You,5wIq3MqDRQ8xWInFNYq1q9,blink-182,6FBDaR13swtiWwGhX1WQsP,191066,1VPoFXYjoganemxvLPhhKd,I Really Wish I Hated You,72,0.0358,0.615,0.81,0.0,1,0.289,-6.137,0,0.0506,143.054,0.728
4589,Blaze,2XXERgEjPMm98lzJtP2Lsy,Lagwagon,66riGCPfih1Xqk81dDvpvf,129199,09PN0WQYdNrXFOloZTi7d6,E Dagger,2,0.000933,0.444,0.874,0.0,0,0.68,-4.815,1,0.0599,95.992,0.406
4590,A War Against You,1YucLjJNiClZ4C0J3Zi8ao,Ignite,48ErVeccMDF5UiHA4TdGWr,198400,0ziRMfe23VgL3Gp619AXU4,Nothing Can Stop Me,44,4.02e-05,0.247,0.982,5.48e-05,3,0.119,-3.524,0,0.0863,201.833,0.461
4591,DECEMBERUNDERGROUND,1XcA7EEpVRg3FpVbhWu9JV,AFI,19I4tYiChJoxEO5EuviXpz,206586,0Ti2dlF2xLjXblvdU5fCxM,Miss Murder,71,0.000213,0.309,0.875,0.00168,1,0.113,-4.49,1,0.0488,143.526,0.725
4592,"Rise And Fall, Rage And Grace",3LhnJMmYkizRwyHdw8y0Qr,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,177826,1FMm3wG5WOhi7js35KR7Ea,"You're Gonna Go Far, Kid",12,0.00466,0.55,0.918,0.0,9,0.206,-3.159,0,0.0682,126.083,0.563
4593,Does This Look Infected?,2iOJEUCKJaYseov1qA8ot8,Sum 41,0qT79UgT5tY4yudH9VfsdT,158733,0jqK7sGTLsHPkQrrcrGuKD,Still Waiting,69,0.00105,0.431,0.95,3.63e-05,7,0.272,-4.918,1,0.26,191.936,0.56
4594,Land Of The Free?,17s6WD0fjRtOzg0RrG7nSQ,Pennywise,6i0KVTOvm96T55mbp742ks,196120,0xekz0DISgwV4pa1Gt3ui2,Fuck Authority,5,0.000887,0.45,0.937,0.00457,5,0.379,-2.819,0,0.0504,101.922,0.791
4595,True North,64wdVyEDGVxfRsanjWxy2z,Bad Religion,2yJwXpWAQOOl5XFzbCxLs9,133986,0Yk3FzkNpuZUYY59j9p6eN,Fuck You,53,0.00146,0.563,0.952,2.16e-06,4,0.348,-3.64,1,0.0962,124.455,0.744
4596,Neither Washington nor Moscow... Again,0zF7GMeOrpyYc0N19CKC0R,Great Collapse,2nq8wj1Z9T4V7vaFOUkMrd,180626,0i5na5qxERiX35eKd0Pn19,An Injury to One,32,0.0124,0.322,0.972,0.0,1,0.377,-3.094,1,0.0903,100.156,0.481
4597,Good For Me,0PWYiujWx6nKNDXAcBQwaA,The Swellers,1xpkFcz84H5OVOgbDGcYxw,239560,1FTBGFF2CJIEsMdkRMHo6z,The Best I Ever Had - Allbum Version,50,9.09e-05,0.359,0.983,3.54e-05,2,0.335,-3.69,0,0.0864,193.042,0.486
4598,The Peace And The Panic,6MiQ7JVsKlOBJFJzWQZ2Kz,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,196849,0qOyIp7uxZedcUIVp6BWmT,Don't Wait (ft. Sam Carter),52,0.000119,0.393,0.988,0.0,1,0.3,-3.166,0,0.164,199.904,0.333
4599,In Spite of Me,7ge6k6ARpyvXqOmMlc0pjS,Like Pacific,5VKmfBc2pR80IxYoC1gHyH,195853,0MKle4bFNDlA6smA9qgRqH,Steadily,34,0.000233,0.459,0.954,0.0,3,0.341,-3.721,1,0.0478,92.483,0.704
4600,Cropduster,3iLMjJH5eXk7Fi723Jq9pj,Adolescents,2sSmGd0x45FGBtjJwNBSFr,120115,1n9ZBBTEXUvpafO5Lgwq8Z,Queen of Denial,35,0.00132,0.526,0.982,0.0,4,0.092,-2.567,0,0.136,106.607,0.229
4601,Victory Lap (Deluxe Edition),01lJjCxlvrddTRzIbtKHmP,Propagandhi,7qpy5KY3DVrezixTl6mziA,176893,1p40MAvOzGAO07icf3MuAl,Victory Lap,50,0.00694,0.537,0.982,0.000316,5,0.32,-3.673,1,0.0821,132.947,0.356
4602,Out Of Bounds,5QewlVUgImksTUaUjyMCBS,No Fun At All,6usO1o98RY3cUWxqaQxi8O,149933,2H54Z8Z0r9Ldi28WgP1534,Beat 'em Down,0,0.0129,0.409,0.92,2.91e-05,8,0.0571,-4.897,1,0.0539,88.53,0.803
4603,I'll Be Right Here / Factory,1XFkm3ueAujXLOruUPK4qE,The Slow Death,4CenwegWYcU6hqBZ4meSia,182578,3BUqA1rJEKKGuPKYOmBOKB,I'll Be Right Here,21,1.17e-05,0.297,0.945,0.00392,10,0.122,-9.289,0,0.05,105.751,0.518
4604,Awkward Phase,1QkdqA3bTo1rKmBUjBE8na,Eternal Boy,5JpyqSzrSwDUKtySzVsYHh,77300,40d8LIT3dqTPF1dRsU2qvl,Clean Slate,31,0.000531,0.411,0.947,2.05e-06,1,0.188,-5.98,1,0.084,97.045,0.133
4605,Protection,3a4lEembOySQkSVaij1gxk,Face To Face,4l9ufn9GC6LLYXvIanDlLd,150546,4bTGlWwlZfpqT1MK4SHizy,Bent but Not Broken,1,0.000288,0.508,0.967,0.00123,6,0.195,-5.253,0,0.062,139.475,0.721
4606,Shade,5jTGsgUkFGxUJasalzMMLk,Trash Boat,0XGJ3GUPwslwFJ66yNbHeh,205133,5QnRcsp1NLJEpZ41Rg24HA,Shade,33,0.000411,0.476,0.973,0.77,6,0.42,-3.541,1,0.0749,95.0,0.384
4607,SkyTigers,3lD65FtI9iAUzrleVELxor,Red City Radio,6SSXfZGnJaNajWRPGHq4JL,178546,5SONqHds34NJK1mcqAaiHD,If You Want Blood (Be My Guest),42,0.00781,0.476,0.874,0.0,8,0.0494,-6.509,1,0.0387,166.924,0.673
4608,Crown Shyness,0Q6FKFBM1tSvPMwWS42myR,Trash Boat,0XGJ3GUPwslwFJ66yNbHeh,231093,6RsdndB5Qkr4JaMbneV4to,Inside Out,46,0.0123,0.392,0.965,0.00425,10,0.0488,-3.825,0,0.304,191.892,0.39
4609,Open Your Eyes,6O85lOBu1oF24kkz8XBlCl,Goldfinger,7sVQKNtdP2NylxMgbNOJMM,152773,22yk17jzpiaWLvCQxA3U0A,Spokesman,47,0.000147,0.541,0.903,0.0,4,0.25,-5.903,1,0.0526,102.442,0.643
4610,The Sufferer & The Witness [International Version (Explicit)],4bnL97GIgtX6UCybyDzRMJ,Rise Against,6Wr3hh341P84m3EI8qdn9O,199213,2CDESYyb4I9sCiI2dAcoAy,Injection,1,0.000277,0.419,0.995,0.000488,8,0.0931,-2.984,0,0.0769,105.636,0.482
4611,Indestructible,6ocV8Pd9Go1Lrq4zGij58p,Rancid,6xTk3EK5T9UzudENVvu9YB,223240,3B8sLBRLKcv0f5j3yUMXoU,Fall Back Down,2,0.00177,0.539,0.989,0.0,4,0.131,-1.865,1,0.0517,104.076,0.52
4612,The Revenge of the Fifth,5eTKF4nJ4Tfn5yH3Pt8fju,Belvedere,6LaK7jiyyNzB8JVhddxZxG,169320,3DkT0itDyjPhvcNoi7mfFP,Hairline,30,0.000286,0.41,0.974,0.0586,10,0.309,-4.108,0,0.0595,168.88,0.596
4613,The Colour And The Shape,30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,231480,44wXefe8WB9Fd6xwtmAwbR,Monkey Wrench,69,1.83e-05,0.399,0.953,2.53e-05,4,0.149,-4.276,1,0.0752,174.216,0.555
4614,Face to Face (Remastered),7KoYGyH8oK5m3hp5UhcBFY,Face To Face,4l9ufn9GC6LLYXvIanDlLd,215413,4A2ACnyRUwxcfKiQypDwFy,Walk the Walk,46,0.0024,0.516,0.973,0.024,0,0.128,-3.992,1,0.0715,107.845,0.608
4615,Hoss (Reissue),6vvPaYspjxCtCoQ1wJF63C,Lagwagon,66riGCPfih1Xqk81dDvpvf,187586,6ybN8ddEBCQQtX7y28iWvJ,Violins,1,0.00084,0.45,0.95,0.0,0,0.127,-3.989,1,0.0664,122.926,0.706
4616,Hello Rockview,2F9QXXQKnqqyzI1u4UK1Ss,Less Than Jake,20oQv3LStCKCjI9oQ0JNha,211400,1hh4GY1zM7SUAyM3a2ziH5,All My Best Friends Are Metalheads,61,0.0755,0.582,0.91,1.03e-06,4,0.0992,-4.566,1,0.107,92.179,0.733
4617,Terra Firma,2PCDY7Z7k8DDDq1CZQc2ML,Bodyjar,2LyXoG111QdqfI0HLYQgvS,206160,3vZyQPFqNSYjATdeBLLEx0,Get It Right,0,0.000414,0.448,0.972,2.25e-05,8,0.316,-3.687,0,0.0978,87.472,0.414
4618,Die For The Government,2uUf6EhM68RffQ9hyLHweY,Anti-Flag,30sqtiTKIb1oDve0SdYayT,101466,5VdefiBrfvUQQ83SPdCb8d,Drink Drank Punk,42,6.99e-05,0.362,0.881,0.00037,1,0.303,-7.545,1,0.0678,140.441,0.693
4619,Dude Ranch,2CoVyQi2zIifUNBcVR0gEH,blink-182,6FBDaR13swtiWwGhX1WQsP,165373,6WkSUgo1VdpzgtiXKlFPcY,Dammit,65,0.00166,0.407,0.968,0.0,0,0.131,-5.154,1,0.108,109.727,0.374
4620,Knives,7lWbn2frqmHeBJgVQKkzTH,Fire Next Time,3olEHJsJ4PnFKBr6Vauyrj,146101,6qsMgOxOvDuW5ldew4DwOi,Collars,23,2.36e-06,0.328,0.953,0.279,0,0.0453,-5.789,1,0.0703,143.326,0.529
4621,¡Leche Con Carne!,0axLNhexcm1zxkjMzd2oHH,No Use For A Name,5p3WimI9yquAF6Lqhlm4Ol,186706,6vrAwRBv1LwT9F33wmN9Fd,Soulmate,0,0.00163,0.288,0.987,1.6e-05,8,0.209,-5.921,1,0.0657,188.856,0.618
4622,Give Em The Boot II,63Dgekng0Jbx0wdDWKdoXF,Rancid,6xTk3EK5T9UzudENVvu9YB,161693,2ENfgmVTLwfUFwBi8PmXRj,If The Kids Are United,0,7.84e-06,0.439,0.941,0.000197,2,0.321,-5.608,1,0.0518,161.426,0.688
4623,Hard Rock Bottom,0bxW5sCSKnnm3IZNF6OuLv,No Use For A Name,5p3WimI9yquAF6Lqhlm4Ol,169000,35hSzdWyd3fZ3WBGlqMomd,Dumb Reminders,1,0.00199,0.495,0.931,1.68e-06,2,0.393,-4.754,1,0.0781,89.864,0.786
4624,Crimson,52JNZxOp2MGW2HBXAg8TKr,Alkaline Trio,1aEYCT7t18aM3VvM6y8oVR,169573,3lyGPUbSIXOuOWZ636okzu,Mercy Me,25,0.0174,0.49,0.884,0.0,9,0.381,-5.335,1,0.0514,162.124,0.84
4625,Never Gonna Die,2FFUV5Qe5UzMQhKwoKk8nF,Pennywise,6i0KVTOvm96T55mbp742ks,157653,4YdSK6GVALPUDNij64lZ9F,Live While You Can,48,0.000266,0.427,0.959,0.00541,7,0.287,-4.376,1,0.0586,185.872,0.772
4626,"All Killer, No Filler",47wh50aG3MIgDpsMe5B7n7,Sum 41,0qT79UgT5tY4yudH9VfsdT,178266,4dzOxPZFYX77xpMwv4EhnO,Fat Lip,11,0.000499,0.405,0.91,0.0,9,0.0739,-5.234,1,0.128,196.444,0.641
4627,Pump Up The Valuum,37hvw6OVfRLktCmFcU9zHE,NOFX,4S2yOnmsWW97dT87yVoaSZ,178573,4kRDPODRnN9Cbyrcg9qTkE,Dinosaurs Will Die,52,0.00145,0.383,0.93,0.00662,7,0.212,-4.999,1,0.0621,122.564,0.358
4628,The Forest,3qJeOMUuYX7INEL4yFA2RM,No Real Hero,3DFz8aTj0VNEQjhj2F6aoy,222835,5mbg7sRoSeYWWFOYKEVtj1,This Is Home,39,7.27e-05,0.443,0.95,1.54e-05,9,0.173,-4.18,1,0.062,193.957,0.694
4629,The Best Of Goldfinger,2Fhk8LPPX8d14HwEKjmJ1O,Goldfinger,7sVQKNtdP2NylxMgbNOJMM,185600,6cL7NCFSvqWrBH5r4mkvVV,Superman,62,0.000129,0.436,0.935,0.000141,2,0.0821,-3.946,1,0.0538,194.902,0.901
4630,The Knife,5jfO0OhKV66c4OoPqhtI2l,Goldfinger,7sVQKNtdP2NylxMgbNOJMM,177924,1Wc4oMYsjCqMSDQST8oXEr,Put The Knife Away,47,0.000868,0.241,0.916,0.0,8,0.031,-3.9,1,0.168,186.797,0.67
4631,Exiled,5cxAod8dqvxgPhhyVxDhml,Drones,0GZkYbJkke2SkmdLdtuPUB,198876,4AcMNYIPU7Y043UjVudzR2,Anchors,32,7.26e-05,0.262,0.995,0.00108,0,0.37,-1.571,1,0.0851,177.968,0.245
4632,Happy Place,1kd5rg3qorrNVkOIf0CpB7,Nerdlinger,52gm2MBp7zV1DPaAtG17WM,174095,4Dry6XcthavXBLWvMJ3Saq,Sails,20,0.00299,0.33,0.924,0.0,8,0.29,-2.921,1,0.104,202.852,0.562
4633,Americana,7rgq4mAjZOPGVJCRF56FU4,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,179600,4sQJXbtxwoKHG7PwMRJ0Ig,The Kids Aren't Alright,14,0.00599,0.52,0.945,4.97e-05,1,0.0495,-4.197,1,0.0335,99.603,0.807
4634,Enema Of The State,5qt11cWjSs5Gbqj2Wyfu38,blink-182,6FBDaR13swtiWwGhX1WQsP,148573,5JZcX7TTLx4l0xFIXJ3DBt,What's My Age Again?,24,0.017,0.403,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.706,0.561
4635,MxPx,3BzXDW6hEFVmHQWN7Hjozs,MxPx,1cSpfa4Un4NCOzeOKgGtG9,143475,79BViAvi9Ni4CSdBVdVpF4,20-20 Hindsight,32,0.000898,0.183,0.97,5.11e-05,8,0.341,-3.574,1,0.0632,196.741,0.857
4636,Broadcasting to the Nations,3RrUzc5Tuxt481nSHDWpKS,Authority Zero,5CHcX5KtuSz5uo1p5fM3sz,176013,7brekJbApEyvHnNXkRhfNV,Bayside,47,0.000383,0.591,0.95,0.000242,0,0.121,-3.156,1,0.0491,99.989,0.653
